level_0,comp_level,event_key,key,match_number,set_number,winning_alliance,team_keys,team_alliance,Teammate1,Teammate2,Teammate3,Opponent1,Opponent2,Opponent3,Taxied,Hang,TeamAutoLower,TeamAutoUpper,TeamTeleopLower,TeamTeleopUpper,TotalTeamPoints,WonGame,Week
3104,qm,2022iacf,2022iacf_qm3,3,1,blue,"['frc8770', 'frc3026', 'frc4260', 'frc1764', 'frc2667', 'frc6424']",red,frc8770,frc3026,frc4260,frc1764,frc2667,frc6424,No,None,1,0,3,5,35,No,3
3086,qm,2022iacf,2022iacf_qm13,13,1,blue,"['frc4260', 'frc6732', 'frc8737', 'frc2549', 'frc4646', 'frc3284']",red,frc4260,frc6732,frc8737,frc2549,frc4646,frc3284,No,None,0,0,1,0,1,No,3
3091,qm,2022iacf,2022iacf_qm18,18,1,blue,"['frc8766', 'frc525', 'frc4260', 'frc3928', 'frc4859', 'frc2549']",red,frc8766,frc525,frc4260,frc3928,frc4859,frc2549,No,None,1,0,6,1,22,No,3
3101,qm,2022iacf,2022iacf_qm27,27,1,blue,"['frc6805', 'frc4260', 'frc8821', 'frc967', 'frc7531', 'frc5576']",red,frc6805,frc4260,frc8821,frc967,frc7531,frc5576,No,None,2,0,3,0,7,No,3
3110,qm,2022iacf,2022iacf_qm35,35,1,blue,"['frc4260', 'frc3284', 'frc2022', 'frc5837', 'frc5935', 'frc6419']",red,frc4260,frc3284,frc2022,frc5837,frc5935,frc6419,No,None,0,2,1,6,31,No,3
3117,qm,2022iacf,2022iacf_qm41,41,1,blue,"['frc6419', 'frc6455', 'frc5041', 'frc6424', 'frc4260', 'frc7541']",blue,frc6424,frc4260,frc7541,frc6419,frc6455,frc5041,No,None,1,2,2,12,61,Yes,3
3122,qm,2022iacf,2022iacf_qm46,46,1,red,"['frc5275', 'frc6419', 'frc4260', 'frc967', 'frc8770', 'frc2957']",red,frc5275,frc6419,frc4260,frc967,frc8770,frc2957,Yes,None,0,3,3,6,43,Yes,3
3130,qm,2022iacf,2022iacf_qm53,53,1,blue,"['frc5914', 'frc8822', 'frc4859', 'frc8824', 'frc5006', 'frc4260']",blue,frc8824,frc5006,frc4260,frc5914,frc8822,frc4859,No,None,0,0,1,3,17,Yes,3
3141,qm,2022iacf,2022iacf_qm63,63,1,red,"['frc4260', 'frc6420', 'frc3928', 'frc6317', 'frc8024', 'frc8821']",red,frc4260,frc6420,frc3928,frc6317,frc8024,frc8821,No,None,0,1,3,14,55,Yes,3
3147,qm,2022iacf,2022iacf_qm69,69,1,red,"['frc167', 'frc6317', 'frc525', 'frc2957', 'frc4260', 'frc4021']",blue,frc2957,frc4260,frc4021,frc167,frc6317,frc525,No,None,0,1,0,2,18,No,3
3155,qm,2022iacf,2022iacf_qm76,76,1,red,"['frc8770', 'frc7541', 'frc4021', 'frc6217', 'frc4260', 'frc7848']",blue,frc6217,frc4260,frc7848,frc8770,frc7541,frc4021,No,Mid,0,1,1,13,45,No,3
