level_0,comp_level,event_key,key,match_number,set_number,winning_alliance,team_keys,team_alliance,Teammate1,Teammate2,Teammate3,Opponent1,Opponent2,Opponent3,Taxied,Hang,TeamAutoLower,TeamAutoUpper,TeamTeleopLower,TeamTeleopUpper,TotalTeamPoints,WonGame,Week
6659,qf,2022mimil,2022mimil_qf3m1,1,3,red,"['frc7660', 'frc7211', 'frc308', 'frc7553', 'frc8426', 'frc4405']",blue,frc7553,frc8426,frc4405,frc7660,frc7211,frc308,No,None,1,2,12,4,49,No,1
7285,qf,2022miwal,2022miwal_qf4m1,1,4,red,"['frc5505', 'frc7178', 'frc5538', 'frc7553', 'frc7225', 'frc8426']",blue,frc7553,frc7225,frc8426,frc5505,frc7178,frc5538,Yes,Low,1,2,0,4,44,No,-1
6660,qf,2022mimil,2022mimil_qf3m2,2,3,red,"['frc7660', 'frc7211', 'frc308', 'frc7553', 'frc8426', 'frc4405']",blue,frc7553,frc8426,frc4405,frc7660,frc7211,frc308,Yes,None,1,4,3,8,51,No,1
7286,qf,2022miwal,2022miwal_qf4m2,2,4,red,"['frc5505', 'frc7178', 'frc5538', 'frc7553', 'frc7225', 'frc8426']",blue,frc7553,frc7225,frc8426,frc5505,frc7178,frc5538,No,Mid,1,1,1,6,35,No,-1
6685,qm,2022mimil,2022mimil_qm3,3,1,blue,"['frc7178', 'frc308', 'frc7225', 'frc3707', 'frc7553', 'frc8426']",blue,frc3707,frc7553,frc8426,frc7178,frc308,frc7225,Yes,None,0,2,30,8,77,Yes,1
7320,qm,2022miwal,2022miwal_qm4,4,1,blue,"['frc3098', 'frc8767', 'frc7856', 'frc8426', 'frc5066', 'frc8873']",blue,frc8426,frc5066,frc8873,frc3098,frc8767,frc7856,Yes,None,3,0,26,4,46,Yes,-1
6729,qm,2022mimil,2022mimil_qm7,7,1,red,"['frc308', 'frc8519', 'frc8426', 'frc7178', 'frc240', 'frc5712']",red,frc308,frc8519,frc8426,frc7178,frc240,frc5712,Yes,None,0,0,5,4,29,Yes,1
7290,qm,2022miwal,2022miwal_qm12,12,1,blue,"['frc8361', 'frc302', 'frc6091', 'frc1', 'frc8426', 'frc7784']",blue,frc1,frc8426,frc7784,frc8361,frc302,frc6091,Yes,None,0,0,1,4,40,Yes,-1
6668,qm,2022mimil,2022mimil_qm14,14,1,red,"['frc5712', 'frc7553', 'frc7598', 'frc7254', 'frc8426', 'frc2619']",blue,frc7254,frc8426,frc2619,frc5712,frc7553,frc7598,Yes,None,2,0,14,0,28,No,1
7294,qm,2022miwal,2022miwal_qm16,16,1,blue,"['frc8385', 'frc7225', 'frc308', 'frc94', 'frc8426', 'frc302']",blue,frc94,frc8426,frc302,frc8385,frc7225,frc308,Yes,Mid,0,2,3,13,53,Yes,-1
7300,qm,2022miwal,2022miwal_qm21,21,1,blue,"['frc5230', 'frc8426', 'frc308', 'frc6085', 'frc7784', 'frc5229']",red,frc5230,frc8426,frc308,frc6085,frc7784,frc5229,Yes,None,1,0,6,6,38,No,-1
6676,qm,2022mimil,2022mimil_qm21,21,1,blue,"['frc7598', 'frc5907', 'frc8426', 'frc503', 'frc573', 'frc8519']",red,frc7598,frc5907,frc8426,frc503,frc573,frc8519,Yes,None,0,2,5,1,21,No,1
7308,qm,2022miwal,2022miwal_qm29,29,1,blue,"['frc6033', 'frc5533', 'frc7598', 'frc5695', 'frc3641', 'frc8426']",blue,frc5695,frc3641,frc8426,frc6033,frc5533,frc7598,Yes,Mid,1,3,3,17,73,Yes,-1
6686,qm,2022mimil,2022mimil_qm30,30,1,blue,"['frc8426', 'frc5263', 'frc7791', 'frc5561', 'frc6570', 'frc1502']",red,frc8426,frc5263,frc7791,frc5561,frc6570,frc1502,Yes,None,0,0,10,3,28,No,1
6690,qm,2022mimil,2022mimil_qm34,34,1,red,"['frc6570', 'frc1718', 'frc8426', 'frc2619', 'frc8179', 'frc503']",red,frc6570,frc1718,frc8426,frc2619,frc8179,frc503,Yes,None,1,3,15,7,74,Yes,1
6694,qm,2022mimil,2022mimil_qm38,38,1,blue,"['frc2145', 'frc503', 'frc8361', 'frc8179', 'frc8426', 'frc4362']",blue,frc8179,frc8426,frc4362,frc2145,frc503,frc8361,Yes,None,1,4,11,4,64,Yes,1
7322,qm,2022miwal,2022miwal_qm41,41,1,red,"['frc8873', 'frc1', 'frc5538', 'frc8426', 'frc7856', 'frc6020']",blue,frc8426,frc7856,frc6020,frc8873,frc1,frc5538,Yes,None,1,0,10,0,18,No,-1
6700,qm,2022mimil,2022mimil_qm43,43,1,red,"['frc830', 'frc4362', 'frc7211', 'frc8426', 'frc240', 'frc2145']",blue,frc8426,frc240,frc2145,frc830,frc4362,frc7211,No,None,1,0,9,0,35,No,1
7329,qm,2022miwal,2022miwal_qm48,48,1,red,"['frc94', 'frc8332', 'frc6020', 'frc8361', 'frc8426', 'frc5533']",blue,frc8361,frc8426,frc5533,frc94,frc8332,frc6020,Yes,None,1,0,13,0,29,No,-1
