level_0,comp_level,event_key,key,match_number,set_number,winning_alliance,team_keys,team_alliance,Teammate1,Teammate2,Teammate3,Opponent1,Opponent2,Opponent3,Taxied,Hang,TeamAutoLower,TeamAutoUpper,TeamTeleopLower,TeamTeleopUpper,TotalTeamPoints,WonGame,Week
7877,qf,2022mnmi2,2022mnmi2_qf4m1,1,4,blue,"['frc2987', 'frc3928', 'frc6749', 'frc2143', 'frc2509', 'frc3100']",blue,frc2143,frc2509,frc3100,frc2987,frc3928,frc6749,Yes,Traversal,0,6,0,7,78,Yes,-1
7878,qf,2022mnmi2,2022mnmi2_qf4m2,2,4,red,"['frc2987', 'frc3928', 'frc6749', 'frc2143', 'frc2509', 'frc3100']",blue,frc2143,frc2509,frc3100,frc2987,frc3928,frc6749,Yes,Traversal,0,6,0,8,67,No,-1
7879,qf,2022mnmi2,2022mnmi2_qf4m3,3,4,red,"['frc2987', 'frc3928', 'frc6749', 'frc2143', 'frc2509', 'frc3100']",blue,frc2143,frc2509,frc3100,frc2987,frc3928,frc6749,Yes,Traversal,0,6,0,9,69,No,-1
7707,qm,2022mndu2,2022mndu2_qm4,4,1,blue,"['frc4624', 'frc2502', 'frc4663', 'frc3100', 'frc5720', 'frc4182']",blue,frc3100,frc5720,frc4182,frc4624,frc2502,frc4663,Yes,Traversal,2,0,10,0,49,Yes,0
7957,qm,2022mnmi2,2022mnmi2_qm8,8,1,blue,"['frc2239', 'frc2227', 'frc3100', 'frc3928', 'frc1816', 'frc4693']",red,frc2239,frc2227,frc3100,frc3928,frc1816,frc4693,Yes,Traversal,1,1,2,9,68,No,-1
7887,qm,2022mnmi2,2022mnmi2_qm16,16,1,red,"['frc2509', 'frc2227', 'frc3610', 'frc4225', 'frc3100', 'frc7258']",blue,frc4225,frc3100,frc7258,frc2509,frc2227,frc3610,Yes,Mid,1,0,3,3,38,No,-1
7682,qm,2022mndu2,2022mndu2_qm17,17,1,red,"['frc4778', 'frc3100', 'frc1259', 'frc3212', 'frc6147', 'frc1714']",red,frc4778,frc3100,frc1259,frc3212,frc6147,frc1714,Yes,None,2,0,0,4,22,Yes,0
7691,qm,2022mndu2,2022mndu2_qm25,25,1,red,"['frc5172', 'frc4593', 'frc2823', 'frc8372', 'frc3100', 'frc4623']",blue,frc8372,frc3100,frc4623,frc5172,frc4593,frc2823,Yes,None,2,0,0,0,18,No,0
7898,qm,2022mnmi2,2022mnmi2_qm26,26,1,blue,"['frc4215', 'frc2606', 'frc5278', 'frc3100', 'frc3313', 'frc3926']",blue,frc3100,frc3313,frc3926,frc4215,frc2606,frc5278,Yes,Traversal,1,1,7,10,71,Yes,-1
7699,qm,2022mndu2,2022mndu2_qm32,32,1,red,"['frc3100', 'frc4703', 'frc5172', 'frc3297', 'frc7530', 'frc930']",red,frc3100,frc4703,frc5172,frc3297,frc7530,frc930,Yes,None,1,2,1,18,61,Yes,0
