level_0,comp_level,event_key,key,match_number,set_number,winning_alliance,team_keys,team_alliance,Teammate1,Teammate2,Teammate3,Opponent1,Opponent2,Opponent3,Taxied,Hang,TeamAutoLower,TeamAutoUpper,TeamTeleopLower,TeamTeleopUpper,TotalTeamPoints,WonGame,Week
7126,qm,2022mitry,2022mitry_qm3,3,1,blue,"['frc3534', 'frc2673', 'frc5239', 'frc5907', 'frc8899', 'frc1481']",red,frc3534,frc2673,frc5239,frc5907,frc8899,frc1481,Yes,None,1,2,1,3,34,No,4
7527,qm,2022miwoo,2022miwoo_qm6,6,1,red,"['frc4395', 'frc5555', 'frc6914', 'frc4382', 'frc5239', 'frc6538']",blue,frc4382,frc5239,frc6538,frc4395,frc5555,frc6914,Yes,None,1,0,0,0,8,No,-1
7475,qm,2022miwoo,2022miwoo_qm12,12,1,red,"['frc5498', 'frc1528', 'frc6029', 'frc8899', 'frc5239', 'frc5555']",blue,frc8899,frc5239,frc5555,frc5498,frc1528,frc6029,Yes,None,1,1,1,0,25,No,-1
7108,qm,2022mitry,2022mitry_qm13,13,1,blue,"['frc6532', 'frc6914', 'frc4384', 'frc910', 'frc5239', 'frc5053']",blue,frc910,frc5239,frc5053,frc6532,frc6914,frc4384,Yes,None,1,2,0,12,55,Yes,4
7113,qm,2022mitry,2022mitry_qm18,18,1,red,"['frc7192', 'frc5239', 'frc67', 'frc4384', 'frc27', 'frc5532']",red,frc7192,frc5239,frc67,frc4384,frc27,frc5532,Yes,None,1,5,2,21,101,Yes,4
7484,qm,2022miwoo,2022miwoo_qm20,20,1,blue,"['frc5239', 'frc7145', 'frc7196', 'frc280', 'frc3668', 'frc7147']",red,frc5239,frc7145,frc7196,frc280,frc3668,frc7147,No,None,0,0,1,0,5,No,-1
7488,qm,2022miwoo,2022miwoo_qm24,24,1,red,"['frc6618', 'frc6528', 'frc7147', 'frc8280', 'frc280', 'frc5239']",blue,frc8280,frc280,frc5239,frc6618,frc6528,frc7147,Yes,None,0,0,4,3,26,No,-1
7121,qm,2022mitry,2022mitry_qm25,25,1,red,"['frc7769', 'frc8332', 'frc5460', 'frc3302', 'frc5239', 'frc8899']",blue,frc3302,frc5239,frc8899,frc7769,frc8332,frc5460,Yes,None,0,0,1,3,11,No,4
7492,qm,2022miwoo,2022miwoo_qm28,28,1,red,"['frc7188', 'frc6089', 'frc280', 'frc4851', 'frc5239', 'frc2591']",blue,frc4851,frc5239,frc2591,frc7188,frc6089,frc280,Yes,None,1,0,4,0,12,No,-1
7127,qm,2022mitry,2022mitry_qm30,30,1,blue,"['frc4854', 'frc5239', 'frc5478', 'frc247', 'frc3302', 'frc6096']",red,frc4854,frc5239,frc5478,frc247,frc3302,frc6096,Yes,None,2,0,2,0,26,No,4
7500,qm,2022miwoo,2022miwoo_qm35,35,1,blue,"['frc4838', 'frc7196', 'frc6190', 'frc5239', 'frc4405', 'frc6081']",blue,frc5239,frc4405,frc6081,frc4838,frc7196,frc6190,Yes,None,0,1,3,12,49,Yes,-1
7134,qm,2022mitry,2022mitry_qm37,37,1,red,"['frc322', 'frc5053', 'frc6566', 'frc5239', 'frc3632', 'frc247']",blue,frc5239,frc3632,frc247,frc322,frc5053,frc6566,Yes,None,0,0,0,0,12,No,4
7142,qm,2022mitry,2022mitry_qm44,44,1,red,"['frc4384', 'frc8332', 'frc5239', 'frc2224', 'frc51', 'frc2960']",red,frc4384,frc8332,frc5239,frc2224,frc51,frc2960,Yes,None,0,2,0,18,79,Yes,4
7513,qm,2022miwoo,2022miwoo_qm47,47,1,blue,"['frc6190', 'frc7145', 'frc5065', 'frc5901', 'frc5239', 'frc6615']",blue,frc5901,frc5239,frc6615,frc6190,frc7145,frc5065,Yes,None,0,0,0,0,22,Yes,-1
7147,qm,2022mitry,2022mitry_qm49,49,1,blue,"['frc5239', 'frc8623', 'frc226', 'frc573', 'frc4384', 'frc2337']",red,frc5239,frc8623,frc226,frc573,frc4384,frc2337,Yes,None,0,2,0,16,60,No,4
7522,qm,2022miwoo,2022miwoo_qm55,55,1,red,"['frc5239', 'frc5065', 'frc5263', 'frc5915', 'frc7232', 'frc4382']",red,frc5239,frc5065,frc5263,frc5915,frc7232,frc4382,Yes,None,0,0,2,1,20,Yes,-1
7154,qm,2022mitry,2022mitry_qm55,55,1,red,"['frc2224', 'frc573', 'frc1025', 'frc6096', 'frc6532', 'frc5239']",blue,frc6096,frc6532,frc5239,frc2224,frc573,frc1025,Yes,None,1,0,6,0,18,No,4
7526,qm,2022miwoo,2022miwoo_qm59,59,1,red,"['frc5239', 'frc5050', 'frc2620', 'frc5901', 'frc7232', 'frc8899']",red,frc5239,frc5050,frc2620,frc5901,frc7232,frc8899,Yes,None,0,4,0,13,67,Yes,-1
7161,qm,2022mitry,2022mitry_qm61,61,1,red,"['frc5239', 'frc5460', 'frc5532', 'frc2673', 'frc573', 'frc8352']",red,frc5239,frc5460,frc5532,frc2673,frc573,frc8352,No,None,0,4,0,9,61,Yes,4
7534,qm,2022miwoo,2022miwoo_qm66,66,1,red,"['frc6618', 'frc8280', 'frc5050', 'frc6190', 'frc7865', 'frc5239']",blue,frc6190,frc7865,frc5239,frc6618,frc8280,frc5050,Yes,None,1,0,4,0,14,No,-1
7167,qm,2022mitry,2022mitry_qm67,67,1,,"['frc1025', 'frc51', 'frc5239', 'frc4854', 'frc27', 'frc5642']",red,frc1025,frc51,frc5239,frc4854,frc27,frc5642,Yes,None,0,4,0,21,93,Tie,4
7542,qm,2022miwoo,2022miwoo_qm73,73,1,blue,"['frc8124', 'frc6089', 'frc5239', 'frc5065', 'frc3604', 'frc6538']",red,frc8124,frc6089,frc5239,frc5065,frc3604,frc6538,Yes,None,1,0,0,0,14,No,-1
7177,qm,2022mitry,2022mitry_qm76,76,1,blue,"['frc8895', 'frc226', 'frc7716', 'frc5239', 'frc2224', 'frc27']",blue,frc5239,frc2224,frc27,frc8895,frc226,frc7716,Yes,None,0,5,3,10,68,Yes,4
7546,qm,2022miwoo,2022miwoo_qm77,77,1,red,"['frc3668', 'frc8368', 'frc5239', 'frc8124', 'frc4390', 'frc6081']",red,frc3668,frc8368,frc5239,frc8124,frc4390,frc6081,Yes,None,1,2,12,2,53,Yes,-1
