level_0,comp_level,event_key,key,match_number,set_number,winning_alliance,team_keys,team_alliance,Teammate1,Teammate2,Teammate3,Opponent1,Opponent2,Opponent3,Taxied,Hang,TeamAutoLower,TeamAutoUpper,TeamTeleopLower,TeamTeleopUpper,TotalTeamPoints,WonGame,Week
5699,qf,2022migul,2022migul_qf2m1,1,2,red,"['frc4327', 'frc4216', 'frc7197', 'frc5843', 'frc5501', 'frc5559']",blue,frc5843,frc5501,frc5559,frc4327,frc4216,frc7197,Yes,None,2,0,6,0,36,No,1
6923,qf,2022misal,2022misal_qf1m1,1,1,red,"['frc1023', 'frc3538', 'frc5559', 'frc2611', 'frc7147', 'frc1076']",red,frc1023,frc3538,frc5559,frc2611,frc7147,frc1076,Yes,Traversal,0,5,0,23,112,Yes,3
7011,sf,2022misal,2022misal_sf1m1,1,1,red,"['frc1023', 'frc3538', 'frc5559', 'frc3542', 'frc5462', 'frc5066']",red,frc1023,frc3538,frc5559,frc3542,frc5462,frc5066,Yes,Low,1,4,0,27,107,Yes,3
6921,f,2022misal,2022misal_f1m1,1,1,red,"['frc1023', 'frc3538', 'frc5559', 'frc503', 'frc1502', 'frc5144']",red,frc1023,frc3538,frc5559,frc503,frc1502,frc5144,Yes,None,1,5,0,26,101,Yes,3
6924,qf,2022misal,2022misal_qf1m2,2,1,red,"['frc1023', 'frc3538', 'frc5559', 'frc2611', 'frc7147', 'frc1076']",red,frc1023,frc3538,frc5559,frc2611,frc7147,frc1076,Yes,None,0,5,1,32,106,Yes,3
6922,f,2022misal,2022misal_f1m2,2,1,red,"['frc1023', 'frc3538', 'frc5559', 'frc503', 'frc1502', 'frc5144']",red,frc1023,frc3538,frc5559,frc503,frc1502,frc5144,Yes,None,1,4,0,31,101,Yes,3
7012,sf,2022misal,2022misal_sf1m2,2,1,red,"['frc1023', 'frc3538', 'frc5559', 'frc3542', 'frc5462', 'frc5066']",red,frc1023,frc3538,frc5559,frc3542,frc5462,frc5066,Yes,Low,1,3,0,28,101,Yes,3
5700,qf,2022migul,2022migul_qf2m2,2,2,blue,"['frc4327', 'frc4216', 'frc7197', 'frc5843', 'frc5501', 'frc5559']",blue,frc5843,frc5501,frc5559,frc4327,frc4216,frc7197,Yes,None,1,1,3,1,36,Yes,1
5701,qf,2022migul,2022migul_qf2m3,3,2,red,"['frc4327', 'frc4216', 'frc7197', 'frc5843', 'frc5501', 'frc5559']",blue,frc5843,frc5501,frc5559,frc4327,frc4216,frc7197,Yes,None,1,0,4,0,33,No,1
6964,qm,2022misal,2022misal_qm4,4,1,red,"['frc1528', 'frc7221', 'frc4395', 'frc3773', 'frc5559', 'frc8297']",blue,frc3773,frc5559,frc8297,frc1528,frc7221,frc4395,No,None,0,0,2,0,4,No,3
