level_0,comp_level,event_key,key,match_number,set_number,winning_alliance,team_keys,team_alliance,Teammate1,Teammate2,Teammate3,Opponent1,Opponent2,Opponent3,Taxied,Hang,TeamAutoLower,TeamAutoUpper,TeamTeleopLower,TeamTeleopUpper,TotalTeamPoints,WonGame,Week
4940,f,2022mibel,2022mibel_f1m1,1,1,blue,"['frc33', 'frc4362', 'frc1025', 'frc2834', 'frc1701', 'frc240']",red,frc33,frc4362,frc1025,frc2834,frc1701,frc240,Yes,Traversal,1,5,0,18,91,No,3
5050,qf,2022micmp1,2022micmp1_qf3m1,1,3,blue,"['frc1684', 'frc67', 'frc4967', 'frc2834', 'frc4362', 'frc4237']",blue,frc2834,frc4362,frc4237,frc1684,frc67,frc4967,Yes,Traversal,0,7,0,74,109,Yes,-1
5136,sf,2022micmp1,2022micmp1_sf2m1,1,2,blue,"['frc2834', 'frc4362', 'frc4237', 'frc5460', 'frc3538', 'frc3322']",red,frc2834,frc4362,frc4237,frc5460,frc3538,frc3322,Yes,Traversal,0,7,0,22,93,No,-1
12114,sf,2022roe,2022roe_sf1m1,1,1,red,"['frc3310', 'frc67', 'frc4451', 'frc4362', 'frc7407', 'frc2531']",blue,frc4362,frc7407,frc2531,frc3310,frc67,frc4451,Yes,Traversal,0,8,1,29,135,No,-1
6651,f,2022mimil,2022mimil_f1m1,1,1,red,"['frc1502', 'frc4362', 'frc862', 'frc2834', 'frc503', 'frc240']",red,frc1502,frc4362,frc862,frc2834,frc503,frc240,Yes,Traversal,0,6,0,21,108,Yes,1
6656,qf,2022mimil,2022mimil_qf2m1,1,2,blue,"['frc3707', 'frc5712', 'frc2619', 'frc1502', 'frc4362', 'frc862']",blue,frc1502,frc4362,frc862,frc3707,frc5712,frc2619,Yes,Traversal,0,8,0,8,85,Yes,1
5029,sf,2022mibel,2022mibel_sf1m1,1,1,red,"['frc33', 'frc4362', 'frc1025', 'frc7660', 'frc7211', 'frc2620']",red,frc33,frc4362,frc1025,frc7660,frc7211,frc2620,Yes,Traversal,0,6,0,21,106,Yes,3
6735,sf,2022mimil,2022mimil_sf1m1,1,1,,"['frc1718', 'frc67', 'frc830', 'frc1502', 'frc4362', 'frc862']",blue,frc1502,frc4362,frc862,frc1718,frc67,frc830,Yes,Traversal,0,5,1,19,95,Tie,1
4943,qf,2022mibel,2022mibel_qf1m1,1,1,red,"['frc33', 'frc4362', 'frc1025', 'frc8728', 'frc2137', 'frc5436']",red,frc33,frc4362,frc1025,frc8728,frc2137,frc5436,Yes,Traversal,0,7,0,21,110,Yes,3
11979,qf,2022roe,2022roe_qf2m1,1,2,blue,"['frc3467', 'frc230', 'frc4481', 'frc4362', 'frc7407', 'frc41']",blue,frc4362,frc7407,frc41,frc3467,frc230,frc4481,Yes,Traversal,0,6,0,37,133,Yes,-1
5030,sf,2022mibel,2022mibel_sf1m2,2,1,red,"['frc33', 'frc4362', 'frc1025', 'frc7660', 'frc7211', 'frc2620']",red,frc33,frc4362,frc1025,frc7660,frc7211,frc2620,Yes,Traversal,0,7,0,27,118,Yes,3
6736,sf,2022mimil,2022mimil_sf1m2,2,1,red,"['frc1718', 'frc67', 'frc830', 'frc1502', 'frc4362', 'frc862']",blue,frc1502,frc4362,frc862,frc1718,frc67,frc830,Yes,Traversal,0,5,4,2,70,No,1
5137,sf,2022micmp1,2022micmp1_sf2m2,2,2,red,"['frc2834', 'frc4362', 'frc4237', 'frc5460', 'frc3538', 'frc3322']",red,frc2834,frc4362,frc4237,frc5460,frc3538,frc3322,Yes,Traversal,0,8,1,34,134,Yes,-1
5051,qf,2022micmp1,2022micmp1_qf3m2,2,3,blue,"['frc1684', 'frc67', 'frc4967', 'frc2834', 'frc4362', 'frc4237']",blue,frc2834,frc4362,frc4237,frc1684,frc67,frc4967,Yes,Traversal,0,7,0,21,101,Yes,-1
11980,qf,2022roe,2022roe_qf2m2,2,2,red,"['frc3467', 'frc230', 'frc4481', 'frc4362', 'frc7407', 'frc41']",blue,frc4362,frc7407,frc41,frc3467,frc230,frc4481,Yes,High,0,6,1,25,106,No,-1
6657,qf,2022mimil,2022mimil_qf2m2,2,2,red,"['frc3707', 'frc5712', 'frc2619', 'frc1502', 'frc4362', 'frc862']",blue,frc1502,frc4362,frc862,frc3707,frc5712,frc2619,Yes,Traversal,0,6,0,10,69,No,1
6652,f,2022mimil,2022mimil_f1m2,2,1,blue,"['frc1502', 'frc4362', 'frc862', 'frc2834', 'frc503', 'frc240']",red,frc1502,frc4362,frc862,frc2834,frc503,frc240,Yes,High,0,5,0,17,70,No,1
12115,sf,2022roe,2022roe_sf1m2,2,1,red,"['frc3310', 'frc67', 'frc4451', 'frc4362', 'frc7407', 'frc41']",blue,frc4362,frc7407,frc41,frc3310,frc67,frc4451,Yes,Traversal,0,6,0,23,116,No,-1
4944,qf,2022mibel,2022mibel_qf1m2,2,1,red,"['frc33', 'frc4362', 'frc1025', 'frc8728', 'frc2137', 'frc5436']",red,frc33,frc4362,frc1025,frc8728,frc2137,frc5436,Yes,None,0,6,0,27,115,Yes,3
