level_0,comp_level,event_key,key,match_number,set_number,winning_alliance,team_keys,team_alliance,Teammate1,Teammate2,Teammate3,Opponent1,Opponent2,Opponent3,Taxied,Hang,TeamAutoLower,TeamAutoUpper,TeamTeleopLower,TeamTeleopUpper,TotalTeamPoints,WonGame,Week
6125,qf,2022mikng,2022mikng_qf4m1,1,4,red,"['frc3602', 'frc6569', 'frc6558', 'frc6088', 'frc6113', 'frc7713']",red,frc3602,frc6569,frc6558,frc6088,frc6113,frc7713,Yes,High,0,2,0,5,49,Yes,-1
5604,sf,2022miesc,2022miesc_sf1m1,1,1,red,"['frc6637', 'frc857', 'frc5547', 'frc4391', 'frc8425', 'frc6569']",blue,frc4391,frc8425,frc6569,frc6637,frc857,frc5547,Yes,Mid,1,2,5,7,62,No,2
6197,sf,2022mikng,2022mikng_sf2m1,1,2,red,"['frc2586', 'frc4391', 'frc4827', 'frc3602', 'frc6569', 'frc6558']",blue,frc3602,frc6569,frc6558,frc2586,frc4391,frc4827,Yes,Traversal,0,1,0,8,60,No,-1
5522,qf,2022miesc,2022miesc_qf2m1,1,2,red,"['frc4391', 'frc8425', 'frc6569', 'frc7782', 'frc5314', 'frc6079']",red,frc4391,frc8425,frc6569,frc7782,frc5314,frc6079,Yes,Mid,1,1,4,6,59,Yes,2
6198,sf,2022mikng,2022mikng_sf2m2,2,2,red,"['frc2586', 'frc4391', 'frc4827', 'frc3602', 'frc6569', 'frc6558']",blue,frc3602,frc6569,frc6558,frc2586,frc4391,frc4827,Yes,Traversal,0,3,0,8,69,No,-1
6138,qm,2022mikng,2022mikng_qm2,2,1,blue,"['frc6569', 'frc7768', 'frc7826', 'frc8382', 'frc4988', 'frc5706']",red,frc6569,frc7768,frc7826,frc8382,frc4988,frc5706,No,None,0,0,3,1,23,No,-1
6126,qf,2022mikng,2022mikng_qf4m2,2,4,red,"['frc3602', 'frc6569', 'frc6558', 'frc6088', 'frc6113', 'frc7713']",red,frc3602,frc6569,frc6558,frc6088,frc6113,frc7713,Yes,High,0,1,0,10,55,Yes,-1
5605,sf,2022miesc,2022miesc_sf1m2,2,1,blue,"['frc6637', 'frc857', 'frc5547', 'frc4391', 'frc8425', 'frc6569']",blue,frc4391,frc8425,frc6569,frc6637,frc857,frc5547,Yes,Mid,1,2,3,5,60,Yes,2
5523,qf,2022miesc,2022miesc_qf2m2,2,2,red,"['frc4391', 'frc8425', 'frc6569', 'frc7782', 'frc5314', 'frc6079']",red,frc4391,frc8425,frc6569,frc7782,frc5314,frc6079,Yes,Mid,1,1,2,8,65,Yes,2
5606,sf,2022miesc,2022miesc_sf1m3,3,1,red,"['frc6637', 'frc857', 'frc5547', 'frc4391', 'frc8425', 'frc6569']",blue,frc4391,frc8425,frc6569,frc6637,frc857,frc5547,Yes,Mid,1,2,5,3,54,No,2
5583,qm,2022miesc,2022miesc_qm6,6,1,blue,"['frc7826', 'frc6558', 'frc5547', 'frc6569', 'frc2586', 'frc5706']",blue,frc6569,frc2586,frc5706,frc7826,frc6558,frc5547,No,None,0,2,0,14,50,Yes,2
5301,qm,2022micmp3,2022micmp3_qm6,6,1,blue,"['frc6569', 'frc8873', 'frc3688', 'frc6078', 'frc5498', 'frc5509']",red,frc6569,frc8873,frc3688,frc6078,frc5498,frc5509,Yes,Traversal,1,1,8,11,57,No,-1
6128,qm,2022mikng,2022mikng_qm10,10,1,red,"['frc6088', 'frc4391', 'frc6569', 'frc857', 'frc6637', 'frc6558']",red,frc6088,frc4391,frc6569,frc857,frc6637,frc6558,Yes,High,1,2,2,5,57,Yes,-1
5249,qm,2022micmp3,2022micmp3_qm12,12,1,blue,"['frc8425', 'frc6569', 'frc1918', 'frc5612', 'frc226', 'frc107']",red,frc8425,frc6569,frc1918,frc5612,frc226,frc107,Yes,Traversal,1,2,1,10,77,No,-1
5531,qm,2022miesc,2022miesc_qm12,12,1,blue,"['frc4715', 'frc5547', 'frc6569', 'frc7782', 'frc7823', 'frc5878']",red,frc4715,frc5547,frc6569,frc7782,frc7823,frc5878,No,None,1,0,6,3,16,No,2
6135,qm,2022mikng,2022mikng_qm17,17,1,blue,"['frc6098', 'frc7826', 'frc4715', 'frc4375', 'frc6569', 'frc6345']",blue,frc4375,frc6569,frc6345,frc6098,frc7826,frc4715,Yes,Traversal,1,1,3,2,42,Yes,-1
5254,qm,2022micmp3,2022micmp3_qm17,17,1,blue,"['frc5612', 'frc2832', 'frc6569', 'frc5675', 'frc5535', 'frc3602']",red,frc5612,frc2832,frc6569,frc5675,frc5535,frc3602,Yes,Mid,0,1,0,12,58,No,-1
5538,qm,2022miesc,2022miesc_qm19,19,1,red,"['frc5714', 'frc8517', 'frc2586', 'frc5709', 'frc6569', 'frc8425']",blue,frc5709,frc6569,frc8425,frc5714,frc8517,frc2586,No,Mid,1,0,4,1,22,No,2
6139,qm,2022mikng,2022mikng_qm20,20,1,red,"['frc2586', 'frc6569', 'frc5114', 'frc6098', 'frc4392', 'frc6079']",red,frc2586,frc6569,frc5114,frc6098,frc4392,frc6079,Yes,None,0,4,0,23,92,Yes,-1
5545,qm,2022miesc,2022miesc_qm25,25,1,blue,"['frc5709', 'frc7244', 'frc1596', 'frc6569', 'frc5230', 'frc857']",blue,frc6569,frc5230,frc857,frc5709,frc7244,frc1596,Yes,Mid,0,1,8,0,28,Yes,2
5265,qm,2022micmp3,2022micmp3_qm27,27,1,blue,"['frc6122', 'frc6569', 'frc2960', 'frc4381', 'frc6090', 'frc3175']",red,frc6122,frc6569,frc2960,frc4381,frc6090,frc3175,Yes,Traversal,0,5,0,15,86,No,-1
6146,qm,2022mikng,2022mikng_qm27,27,1,red,"['frc6569', 'frc6581', 'frc8425', 'frc3602', 'frc7154', 'frc5702']",red,frc6569,frc6581,frc8425,frc3602,frc7154,frc5702,Yes,Traversal,2,0,7,5,59,Yes,-1
5549,qm,2022miesc,2022miesc_qm29,29,1,red,"['frc6637', 'frc5183', 'frc5230', 'frc6079', 'frc6569', 'frc1596']",blue,frc6079,frc6569,frc1596,frc6637,frc5183,frc5230,Yes,None,0,3,0,1,20,No,2
6152,qm,2022mikng,2022mikng_qm32,32,1,blue,"['frc6345', 'frc6079', 'frc6581', 'frc6569', 'frc5534', 'frc6637']",blue,frc6569,frc5534,frc6637,frc6345,frc6079,frc6581,Yes,Traversal,1,1,15,6,69,Yes,-1
5272,qm,2022micmp3,2022micmp3_qm33,33,1,red,"['frc4776', 'frc503', 'frc3536', 'frc5577', 'frc6569', 'frc5675']",blue,frc5577,frc6569,frc5675,frc4776,frc503,frc3536,Yes,Traversal,0,3,0,14,81,No,-1
5554,qm,2022miesc,2022miesc_qm33,33,1,red,"['frc6345', 'frc6569', 'frc5505', 'frc6112', 'frc7154', 'frc7782']",red,frc6345,frc6569,frc5505,frc6112,frc7154,frc7782,Yes,None,0,2,0,11,51,Yes,2
5276,qm,2022micmp3,2022micmp3_qm37,37,1,blue,"['frc3688', 'frc858', 'frc573', 'frc503', 'frc107', 'frc6569']",blue,frc503,frc107,frc6569,frc3688,frc858,frc573,Yes,Traversal,0,6,0,24,107,Yes,-1
6157,qm,2022mikng,2022mikng_qm37,37,1,blue,"['frc5702', 'frc857', 'frc5878', 'frc6569', 'frc7154', 'frc6098']",blue,frc6569,frc7154,frc6098,frc5702,frc857,frc5878,Yes,Traversal,1,1,3,8,58,Yes,-1
5560,qm,2022miesc,2022miesc_qm39,39,1,blue,"['frc4988', 'frc7782', 'frc6569', 'frc7154', 'frc4391', 'frc6637']",red,frc4988,frc7782,frc6569,frc7154,frc4391,frc6637,Yes,None,0,1,0,9,43,No,2
6162,qm,2022mikng,2022mikng_qm41,41,1,blue,"['frc7826', 'frc6558', 'frc3602', 'frc4988', 'frc6569', 'frc857']",blue,frc4988,frc6569,frc857,frc7826,frc6558,frc3602,Yes,None,1,3,2,14,71,Yes,-1
5281,qm,2022micmp3,2022micmp3_qm41,41,1,red,"['frc6087', 'frc51', 'frc3602', 'frc6569', 'frc573', 'frc1506']",blue,frc6569,frc573,frc1506,frc6087,frc51,frc3602,Yes,Traversal,0,2,1,13,71,No,-1
6167,qm,2022mikng,2022mikng_qm46,46,1,blue,"['frc5709', 'frc4715', 'frc6637', 'frc5878', 'frc7782', 'frc6569']",blue,frc5878,frc7782,frc6569,frc5709,frc4715,frc6637,Yes,Traversal,0,1,3,6,59,Yes,-1
5570,qm,2022miesc,2022miesc_qm48,48,1,red,"['frc6088', 'frc6079', 'frc3602', 'frc6569', 'frc4375', 'frc904']",blue,frc6569,frc4375,frc904,frc6088,frc6079,frc3602,Yes,Mid,1,1,9,3,39,No,2
5291,qm,2022micmp3,2022micmp3_qm50,50,1,blue,"['frc5577', 'frc894', 'frc8873', 'frc6087', 'frc302', 'frc6569']",blue,frc6087,frc302,frc6569,frc5577,frc894,frc8873,Yes,Traversal,0,3,3,17,83,Yes,-1
6175,qm,2022mikng,2022mikng_qm53,53,1,blue,"['frc4392', 'frc6558', 'frc6569', 'frc5114', 'frc4827', 'frc6079']",red,frc4392,frc6558,frc6569,frc5114,frc4827,frc6079,Yes,Traversal,0,3,1,10,69,No,-1
