level_0,comp_level,event_key,key,match_number,set_number,winning_alliance,team_keys,team_alliance,Teammate1,Teammate2,Teammate3,Opponent1,Opponent2,Opponent3,Taxied,Hang,TeamAutoLower,TeamAutoUpper,TeamTeleopLower,TeamTeleopUpper,TotalTeamPoints,WonGame,Week
5242,qf,2022micmp3,2022micmp3_qf3m1,1,3,red,"['frc1023', 'frc7769', 'frc894', 'frc6090', 'frc3688', 'frc226']",blue,frc6090,frc3688,frc226,frc1023,frc7769,frc894,Yes,Mid,0,2,2,11,69,No,-1
7020,qf,2022misjo,2022misjo_qf2m1,1,2,red,"['frc3688', 'frc3620', 'frc2959', 'frc226', 'frc74', 'frc904']",red,frc3688,frc3620,frc2959,frc226,frc74,frc904,Yes,None,1,6,1,8,70,Yes,1
7192,qf,2022mitvc,2022mitvc_qf2m1,1,2,red,"['frc3618', 'frc4377', 'frc8041', 'frc2246', 'frc3688', 'frc5247']",blue,frc2246,frc3688,frc5247,frc3618,frc4377,frc8041,Yes,Low,0,0,0,9,40,No,-1
7088,sf,2022misjo,2022misjo_sf1m1,1,1,red,"['frc4003', 'frc2767', 'frc3452', 'frc3688', 'frc3620', 'frc2959']",blue,frc3688,frc3620,frc2959,frc4003,frc2767,frc3452,Yes,Mid,1,3,1,9,59,No,1
5243,qf,2022micmp3,2022micmp3_qf3m2,2,3,red,"['frc1023', 'frc7769', 'frc894', 'frc6090', 'frc3688', 'frc226']",blue,frc6090,frc3688,frc226,frc1023,frc7769,frc894,Yes,Mid,1,4,0,9,69,No,-1
7089,sf,2022misjo,2022misjo_sf1m2,2,1,red,"['frc4003', 'frc2767', 'frc3452', 'frc3688', 'frc3620', 'frc2959']",blue,frc3688,frc3620,frc2959,frc4003,frc2767,frc3452,Yes,Mid,2,4,2,7,48,No,1
7021,qf,2022misjo,2022misjo_qf2m2,2,2,red,"['frc3688', 'frc3620', 'frc2959', 'frc226', 'frc74', 'frc904']",red,frc3688,frc3620,frc2959,frc226,frc74,frc904,Yes,Mid,0,5,0,8,69,Yes,1
7193,qf,2022mitvc,2022mitvc_qf2m2,2,2,red,"['frc3618', 'frc4377', 'frc8041', 'frc2246', 'frc3688', 'frc5247']",blue,frc2246,frc3688,frc5247,frc3618,frc4377,frc8041,Yes,Mid,0,1,3,12,59,No,-1
7048,qm,2022misjo,2022misjo_qm3,3,1,red,"['frc74', 'frc3688', 'frc7195', 'frc4325', 'frc6114', 'frc6588']",red,frc74,frc3688,frc7195,frc4325,frc6114,frc6588,Yes,Mid,1,1,1,11,47,Yes,1
7221,qm,2022mitvc,2022mitvc_qm3,3,1,blue,"['frc5547', 'frc7855', 'frc6963', 'frc6642', 'frc7155', 'frc3688']",blue,frc6642,frc7155,frc3688,frc5547,frc7855,frc6963,Yes,None,1,0,4,6,34,Yes,-1
